movie_name,movie_yr,movie_directors,movie_writers
Love Actually,2003,['Richard Curtis'],['Richard Curtis']
Love Me If You Dare,2003,['Yann Samuell'],['Yann Samuell']
Malibu Spring Break,2003,['Kevin Lewis'],['Kevin Lewis']
The Man Who Copied,2003,['Jorge Furtado'],['Jorge Furtado']
Master and Commander: The Far Side of the World,2003,['Peter Weir'],"[""Patrick O'Brian"", 'Peter Weir']"
The Matrix Reloaded,2003,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']"
The Matrix Revolutions,2003,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']"
Memories of Murder,2003,['Joon-ho Bong'],"['Joon-ho Bong', 'Kwang-rim Kim']"
The Missing,2003,['Ron Howard'],"['Thomas Eidson', 'Ken Kaufman']"
Moi et mon blanc,2003,['S. Pierre Yameogo'],['S. Pierre Yameogo']
Mona Lisa Smile,2003,['Mike Newell'],"['Lawrence Konner', 'Mark Rosenthal']"
Monster,2003,['Patty Jenkins'],['Patty Jenkins']
The Mother,2003,['Roger Michell'],['Hanif Kureishi']
My Boss's Daughter,2003,['David Zucker'],['David Dorfman']
My Life Without Me,2003,['Isabel Coixet'],"['Isabel Coixet', 'Nanci Kincaid']"
Mystic River,2003,['Clint Eastwood'],"['Brian Helgeland', 'Dennis Lehane']"
Nothing,2003,['Vincenzo Natali'],"['Vincenzo Natali', 'Andrew Miller']"
Off the Map,2003,['Campbell Scott'],"['Joan Ackermann', 'Joan Ackermann']"
Old School,2003,['Todd Phillips'],"['Court Crandall', 'Todd Phillips']"
Oldeuboi,2003,['Chan-wook Park'],"['Garon Tsuchiya', 'Nobuaki Minegishi']"
Once Upon a Time in Mexico,2003,['Robert Rodriguez'],['Robert Rodriguez']
Ong-Bak: The Thai Warrior,2003,['Prachya Pinkaew'],"['Panna Rittikrai', 'Prachya Pinkaew']"
Open Water,2003,['Chris Kentis'],['Chris Kentis']
Peter Pan,2003,['P.J. Hogan'],"['J.M. Barrie', 'P.J. Hogan']"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio']"
Prey for Rock & Roll,2003,['Alex Steyermark'],"['Cheri Lovedog', 'Robin Shushan']"
Pride and Prejudice,2003,['Andrew Black'],"['Jane Austen', 'Anne K. Black']"
Rats,2003,['Tibor Takács'],"['Jace Anderson', 'Boaz Davidson']"
The Recruit,2003,['Roger Donaldson'],"['Roger Towne', 'Kurt Wimmer']"
Robot Stories,2003,['Greg Pak'],['Greg Pak']
The Room,2003,['Tommy Wiseau'],['Tommy Wiseau']
Rugrats Go Wild,2003,"['John Eng', 'Norton Virgien']","['Kate Boutilier', 'Monica Piper']"
Runaway Jury,2003,['Gary Fleder'],"['John Grisham', 'Brian Koppelman']"
S.W.A.T.,2003,['Clark Johnson'],"['Robert Hamner', 'Ron Mita']"
Scary Godmother: Halloween Spooktakular,2003,['Ezekiel Norton'],"['Jill Thompson', 'Heath Corson']"
Scary Movie 3,2003,['David Zucker'],"['Craig Mazin', 'Pat Proft']"
School of Rock,2003,['Richard Linklater'],['Mike White']
Secondhand Lions,2003,['Tim McCanlies'],['Tim McCanlies']
Shanghai Knights,2003,['David Dobkin'],"['Alfred Gough', 'Miles Millar']"
Shattered Glass,2003,['Billy Ray'],"['Buzz Bissinger', 'Billy Ray']"
Sinbad: Legend of the Seven Seas,2003,"['Patrick Gilmore', 'Tim Johnson']",['John Logan']
